Temperature, Et, tn0, k, chi2
443, 0.975229, 0.000246339, -0.038514, 0.00148669
443, 0.986069, 0.000246881, -0.0406267, 0.00148669
443, 0.996909, 0.000247706, -0.0438197, 0.00148669
443, 1.00775, 0.000249036, -0.0489278, 0.00148669
443, 1.01859, 0.000251406, -0.0578924, 0.00148669
443, 1.02943, 0.000256476, -0.0765151, 0.00148669
443, 1.04027, 0.000273376, -0.133605, 0.00148669
443, 1.05111, 9.90368e-06, 22.9633, 0.00148664
443, 1.06195, 0.000214896, 0.102167, 0.00148669
443, 1.07279, 0.000226932, 0.0437101, 0.00148669
443, 1.08363, 0.000231112, 0.0248347, 0.00148669
443, 1.09447, 0.000233172, 0.0157817, 0.00148669
443, 1.10531, 0.000234359, 0.0106329, 0.00148669
443, 1.11615, 0.000235107, 0.00741808, 0.00148669
443, 1.12699, 0.000235605, 0.00529247, 0.00148669
433, 0.0414791, 3.71698e-08, 6397.52, 0.00146078
433, 0.0523495, 4.97381e-08, 4780.67, 0.00146078
433, 0.0632199, 6.6555e-08, 3572.45, 0.00146078
433, 0.0740903, 8.90557e-08, 2669.59, 0.00146078
433, 0.0849608, 1.19159e-07, 1994.91, 0.00146078
433, 0.0958312, 1.59432e-07, 1490.74, 0.00146078
433, 0.106702, 2.13302e-07, 1114, 0.00146078
433, 0.117572, 2.85353e-07, 832.465, 0.00146078
433, 0.128442, 3.817e-07, 622.085, 0.00146078
433, 0.139313, 5.10505e-07, 464.875, 0.00146078
433, 0.150183, 6.82644e-07, 347.397, 0.00146078
433, 0.161054, 9.12596e-07, 259.61, 0.00146078
433, 0.171924, 1.21959e-06, 194.009, 0.00146078
433, 0.182795, 1.62912e-06, 144.987, 0.00146078
433, 0.193665, 2.17485e-06, 108.355, 0.00146078
433, 0.204535, 2.90105e-06, 80.9812, 0.00146078
433, 0.215406, 3.86558e-06, 60.5255, 0.00146078
433, 0.226276, 5.14346e-06, 45.2395, 0.00146078
433, 0.237147, 6.83093e-06, 33.8169, 0.00146078
433, 0.248017, 9.04954e-06, 25.2811, 0.00146078
433, 0.258887, 1.19498e-05, 18.9025, 0.00146078
433, 0.269758, 1.57129e-05, 14.136, 0.00146078
433, 0.280628, 2.05484e-05, 10.5742, 0.00146078
433, 0.291499, 2.6685e-05, 7.91256, 0.00146078
433, 0.302369, 3.43508e-05, 5.9236, 0.00146078
433, 0.31324, 4.37406e-05, 4.43731, 0.00146078
433, 0.32411, 5.49689e-05, 3.32666, 0.00146078
433, 0.33498, 6.8016e-05, 2.4967, 0.00146078
433, 0.345851, 8.26808e-05, 1.8765, 0.00146078
433, 0.356721, 9.85608e-05, 1.41304, 0.00146078
433, 0.367592, 0.000115077, 1.06672, 0.00146078
433, 0.378462, 0.00013155, 0.807919, 0.00146078
433, 0.389332, 0.000147307, 0.614527, 0.00146078
433, 0.400203, 0.000161789, 0.470012, 0.00146078
433, 0.411073, 0.000174617, 0.36202, 0.00146078
433, 0.421944, 0.000185614, 0.281321, 0.00146078
433, 0.432814, 0.000194781, 0.221018, 0.00146078
433, 0.443685, 0.000202245, 0.175955, 0.00146078
433, 0.454555, 0.000208208, 0.142281, 0.00146078
433, 0.465425, 0.000212898, 0.117117, 0.00146078
433, 0.476296, 0.000216543, 0.0983129, 0.00146078
433, 0.487166, 0.000219349, 0.0842613, 0.00146078
433, 0.498037, 0.000221494, 0.0737611, 0.00146078
433, 0.508907, 0.000223124, 0.0659145, 0.00146078
433, 0.519777, 0.000224358, 0.060051, 0.00146078
433, 0.530648, 0.00022529, 0.0556695, 0.00146078
433, 0.541518, 0.000225991, 0.0523953, 0.00146078
433, 0.552389, 0.000226517, 0.0499486, 0.00146078
433, 0.563259, 0.000226912, 0.0481202, 0.00146078
433, 0.57413, 0.000227209, 0.046754, 0.00146078
433, 0.585, 0.00022743, 0.0457329, 0.00146078
433, 0.59587, 0.000227596, 0.0449701, 0.00146078
433, 0.606741, 0.000227721, 0.0444001, 0.00146078
433, 0.617611, 0.000227814, 0.0439742, 0.00146078
433, 0.628482, 0.000227883, 0.0436559, 0.00146078
433, 0.639352, 0.000227935, 0.0434183, 0.00146078
433, 0.650223, 0.000227974, 0.0432407, 0.00146078
433, 0.661093, 0.000228003, 0.043108, 0.00146078
433, 0.671963, 0.000228024, 0.0430092, 0.00146078
433, 0.682834, 0.00022804, 0.0429356, 0.00146078
433, 0.693704, 0.000228052, 0.0428808, 0.00146078
433, 0.704575, 0.000228061, 0.0428403, 0.00146078
433, 0.715445, 0.000228068, 0.0428107, 0.00146078
433, 0.726315, 0.000228072, 0.0427893, 0.00146078
433, 0.737186, 0.000228076, 0.0427742, 0.00146078
433, 0.748056, 0.000228078, 0.0427644, 0.00146078
433, 0.758927, 0.000228079, 0.0427588, 0.00146078
433, 0.769797, 0.000228079, 0.042757, 0.00146078
433, 0.780668, 0.000228079, 0.042759, 0.00146078
433, 0.791538, 0.000228078, 0.0427647, 0.00146078
433, 0.802408, 0.000228076, 0.0427748, 0.00146078
433, 0.813279, 0.000228072, 0.0427901, 0.00146078
433, 0.824149, 0.000228067, 0.0428119, 0.00146078
433, 0.83502, 0.000228061, 0.0428422, 0.00146078
433, 0.84589, 0.000228052, 0.0428835, 0.00146078
433, 0.85676, 0.00022804, 0.0429394, 0.00146078
433, 0.867631, 0.000228023, 0.043015, 0.00146078
433, 0.878501, 0.000228001, 0.0431167, 0.00146078
433, 0.889372, 0.000227971, 0.0432538, 0.00146078
433, 0.900242, 0.00022793, 0.043439, 0.00146078
433, 0.911113, 0.000227876, 0.0436894, 0.00146078
433, 0.921983, 0.000227802, 0.044029, 0.00146078
433, 0.932853, 0.000227701, 0.0444921, 0.00146078
433, 0.943724, 0.000227562, 0.0451273, 0.00146078
433, 0.954594, 0.000227371, 0.0460062, 0.00146078
433, 0.965465, 0.000227104, 0.0472374, 0.00146078
433, 0.976335, 0.000226724, 0.0489921, 0.00146078
433, 0.987205, 0.000226171, 0.0515547, 0.00146078
433, 0.998076, 0.00022534, 0.055435, 0.00146078
433, 1.00895, 0.000224022, 0.0616439, 0.00146078
433, 1.01982, 0.000221752, 0.0725123, 0.00146078
433, 1.03069, 0.000217217, 0.0949041, 0.00146078
433, 1.04156, 0.00020472, 0.161742, 0.00146078
433, 1.05243, 6.24111e-05, 2.81073, 0.00146078
433, 1.0633, 0.000274751, -0.134375, 0.00146078
433, 1.07417, 0.000251924, -0.0559387, 0.00146078
433, 1.08504, 0.000245543, -0.0314064, 0.00146078
433, 1.09591, 0.000242633, -0.0197913, 0.00146078
433, 1.10678, 0.000241022, -0.0132391, 0.00146078
433, 1.11765, 0.000240034, -0.00917446, 0.00146078
433, 1.12852, 0.000239388, -0.00650278, 0.00146078
418, 0.0392051, 3.49134e-08, 6821.66, 0.00154482
418, 0.050121, 4.72691e-08, 5038.27, 0.00154482
418, 0.0610369, 6.39961e-08, 3721.13, 0.00154482
418, 0.0719528, 8.66396e-08, 2748.34, 0.00154482
418, 0.0828687, 1.1729e-07, 2029.87, 0.00154482
418, 0.0937846, 1.58776e-07, 1499.24, 0.00154482
418, 0.104701, 2.1492e-07, 1107.33, 0.00154482
418, 0.115616, 2.90887e-07, 817.881, 0.00154482
418, 0.126532, 3.93654e-07, 604.105, 0.00154482
418, 0.137448, 5.3263e-07, 446.218, 0.00154482
418, 0.148364, 7.20496e-07, 329.608, 0.00154482
418, 0.15928, 9.74301e-07, 243.485, 0.00154482
418, 0.170196, 1.31693e-06, 179.877, 0.00154482
418, 0.181112, 1.77897e-06, 132.899, 0.00154482
418, 0.192028, 2.40118e-06, 98.2022, 0.00154482
418, 0.202944, 3.23747e-06, 72.5766, 0.00154482
418, 0.21386, 4.35864e-06, 53.6505, 0.00154482
418, 0.224775, 5.8566e-06, 39.6724, 0.00154482
418, 0.235691, 7.84884e-06, 29.3487, 0.00154482
418, 0.246607, 1.04824e-05, 21.724, 0.00154482
418, 0.257523, 1.3936e-05, 16.0926, 0.00154482
418, 0.268439, 1.84174e-05, 11.9335, 0.00154482
418, 0.279355, 2.41542e-05, 8.86173, 0.00154482
418, 0.290271, 3.13711e-05, 6.59304, 0.00154482
418, 0.301187, 4.0254e-05, 4.91747, 0.00154482
418, 0.312103, 5.08984e-05, 3.67995, 0.00154482
418, 0.323018, 6.32512e-05, 2.76597, 0.00154482
418, 0.333934, 7.70647e-05, 2.09093, 0.00154482
